Scoring Lookup — Option-to-Severity Map (Methodology Section 3),,,,,,
Q Code,Question (abridged),Response Option,Severity Score (0-100),Score Type,Lookup Key (helper),Score (helper)
IN02,Is regular public or shared transportation available connecting thi...,No regular service,100,Standard,IN02|No regular service,100
IN03,"Are there times of the year (e.g., rainy season) when this village ...",Always accessible,0,Standard,IN03|Always accessible,0
IN03,"Are there times of the year (e.g., rainy season) when this village ...",Occasionally difficult,50,Standard,IN03|Occasionally difficult,50
IN03,"Are there times of the year (e.g., rainy season) when this village ...",Frequently inaccessible,100,Standard,IN03|Frequently inaccessible,100
IN04,Is mobile phone network coverage reliable at this household's locat...,"Yes, strong signal",0,Standard,"IN04|Yes, strong signal",0
IN04,Is mobile phone network coverage reliable at this household's locat...,Weak/intermittent signal,55,Standard,IN04|Weak/intermittent signal,55
IN04,Is mobile phone network coverage reliable at this household's locat...,No coverage,100,Standard,IN04|No coverage,100
IN05,"Does this household have access to functioning internet, through mo...","Yes, reliable",0,Standard,"IN05|Yes, reliable",0
IN05,"Does this household have access to functioning internet, through mo...","Yes, but unreliable/slow",50,Standard,"IN05|Yes, but unreliable/slow",50
IN05,"Does this household have access to functioning internet, through mo...",No access,100,Standard,IN05|No access,100
IN06,Can members of this household use a smartphone or internet for basi...,"Yes, most members",0,Standard,"IN06|Yes, most members",0
IN06,Can members of this household use a smartphone or internet for basi...,Some members,50,Standard,IN06|Some members,50
IN06,Can members of this household use a smartphone or internet for basi...,No members,100,Standard,IN06|No members,100
IN07,"Is the household's dwelling structurally adequate (sound roof, wall...","Yes, fully adequate",0,Standard,"IN07|Yes, fully adequate",0
IN07,"Is the household's dwelling structurally adequate (sound roof, wall...",Partially adequate,50,Standard,IN07|Partially adequate,50
IN07,"Is the household's dwelling structurally adequate (sound roof, wall...",Inadequate,100,Standard,IN07|Inadequate,100
IN08,"On average, how many people share each room used for sleeping in th...",Floor=2,0,Numeric-Floor,IN08|Floor,0
IN08,"On average, how many people share each room used for sleeping in th...",Ceiling=4,100,Numeric-Ceiling,IN08|Ceiling,100
IN09,Is there a functioning market (for buying/selling goods) within rea...,"Yes, within village",0,Standard,"IN09|Yes, within village",0
IN09,Is there a functioning market (for buying/selling goods) within rea...,"Yes, nearby (under 10km)",40,Standard,"IN09|Yes, nearby (under 10km)",40
IN09,Is there a functioning market (for buying/selling goods) within rea...,"No, far (over 10km)",100,Standard,"IN09|No, far (over 10km)",100
IN10,"Does this village have a functioning community center, public squar...","Yes, well-maintained",0,Standard,"IN10|Yes, well-maintained",0
IN10,"Does this village have a functioning community center, public squar...","Yes, poorly maintained",50,Standard,"IN10|Yes, poorly maintained",50
IN10,"Does this village have a functioning community center, public squar...",No,100,Standard,IN10|No,100
SD01,"How safe do members of this household feel walking in this village,...",Very unsafe,100,Standard,SD01|Very unsafe,100
SD01,"How safe do members of this household feel walking in this village,...",Unsafe,75,Standard,SD01|Unsafe,75
SD01,"How safe do members of this household feel walking in this village,...",Neutral,50,Standard,SD01|Neutral,50
SD01,"How safe do members of this household feel walking in this village,...",Safe,25,Standard,SD01|Safe,25
SD01,"How safe do members of this household feel walking in this village,...",Very safe,0,Standard,SD01|Very safe,0
SD02,Does this household currently receive support from any social prote...,Yes,0,Standard,SD02|Yes,0
SD02,Does this household currently receive support from any social prote...,"No, but eligible",100,Standard,"SD02|No, but eligible",100
SD02,Does this household currently receive support from any social prote...,"No, not eligible",0,Standard,"SD02|No, not eligible",0
SD02,Does this household currently receive support from any social prote...,Don't know eligibility,DK/NA — excluded,Excluded from denominator,SD02|Don't know eligibility,DK/NA
SD03,"Do elderly members of this household have access to adequate care, ...",Yes,0,Standard,SD03|Yes,0
SD03,"Do elderly members of this household have access to adequate care, ...",Partially,50,Standard,SD03|Partially,50
SD03,"Do elderly members of this household have access to adequate care, ...",No,100,Standard,SD03|No,100
SD03,"Do elderly members of this household have access to adequate care, ...",Not applicable,DK/NA — excluded,Excluded from denominator,SD03|Not applicable,DK/NA
SD04,"Are public facilities in this village (schools, health centers, pub...","Yes, mostly",0,Standard,"SD04|Yes, mostly",0
SD04,"Are public facilities in this village (schools, health centers, pub...",Partially,50,Standard,SD04|Partially,50
SD04,"Are public facilities in this village (schools, health centers, pub...",Not accessible,100,Standard,SD04|Not accessible,100
SD04,"Are public facilities in this village (schools, health centers, pub...",No persons with disabilities in household,DK/NA — excluded,Excluded from denominator,SD04|No persons with disabilities in household,DK/NA
SD05,Does any member of this household have a disability that affects th...,Yes,N/A — Diagnostic,Diagnostic (not scored),SD05|Yes,DK/NA
SD05,Does any member of this household have a disability that affects th...,No,N/A — Diagnostic,Diagnostic (not scored),SD05|No,DK/NA
SD06,Do you know how or where to report a case of child abuse or neglect...,Yes,0,Standard,SD06|Yes,0
SD06,Do you know how or where to report a case of child abuse or neglect...,No,100,Standard,SD06|No,100
SD07,"Are youth (ages 15-24) in this household engaged in any community, ...","Yes, actively",0,Standard,"SD07|Yes, actively",0
SD07,"Are youth (ages 15-24) in this household engaged in any community, ...",Occasionally,50,Standard,SD07|Occasionally,50
SD07,"Are youth (ages 15-24) in this household engaged in any community, ...",Not engaged,100,Standard,SD07|Not engaged,100
SD08,Has any member of this household been married before the age of 18?,Yes,100,Standard,SD08|Yes,100
SD08,Has any member of this household been married before the age of 18?,No,0,Standard,SD08|No,0
SD08,Has any member of this household been married before the age of 18?,Prefer not to answer,DK/NA — excluded,Excluded from denominator,SD08|Prefer not to answer,DK/NA
SD09,How strong is your household's sense of belonging and trust within ...,Very weak,100,Standard,SD09|Very weak,100
SD09,How strong is your household's sense of belonging and trust within ...,Weak,75,Standard,SD09|Weak,75
SD09,How strong is your household's sense of belonging and trust within ...,Moderate,50,Standard,SD09|Moderate,50
SD09,How strong is your household's sense of belonging and trust within ...,Strong,25,Standard,SD09|Strong,25
SD09,How strong is your household's sense of belonging and trust within ...,Very strong,0,Standard,SD09|Very strong,0
SD10,Has this household been involved in or affected by an unresolved co...,Yes,100,Standard,SD10|Yes,100
SD10,Has this household been involved in or affected by an unresolved co...,No,0,Standard,SD10|No,0
SD11,"Is there an active community group, council, or committee in this v...","Yes, active",0,Standard,"SD11|Yes, active",0
SD11,"Is there an active community group, council, or committee in this v...",Exists but inactive,60,Standard,SD11|Exists but inactive,60
SD11,"Is there an active community group, council, or committee in this v...",None,100,Standard,SD11|None,100
CU01,"Does this village have cultural heritage sites, crafts, or traditio...","Yes, actively preserved",0,Standard,"CU01|Yes, actively preserved",0
CU01,"Does this village have cultural heritage sites, crafts, or traditio...",Exist but undocumented/at risk,60,Standard,CU01|Exist but undocumented/at risk,60
CU01,"Does this village have cultural heritage sites, crafts, or traditio...",None identified,100,Standard,CU01|None identified,100
CU02,"Do you feel that local traditions, crafts, or heritage sites are at...",High risk,100,Standard,CU02|High risk,100
CU02,"Do you feel that local traditions, crafts, or heritage sites are at...",Some risk,50,Standard,CU02|Some risk,50
CU02,"Do you feel that local traditions, crafts, or heritage sites are at...",Low risk,0,Standard,CU02|Low risk,0
CU02,"Do you feel that local traditions, crafts, or heritage sites are at...",Don't know,DK/NA — excluded,Excluded from denominator,CU02|Don't know,DK/NA
CU03,"Are there any cultural, arts, or heritage programs/events available...",Yes,0,Standard,CU03|Yes,0
CU03,"Are there any cultural, arts, or heritage programs/events available...",No,100,Standard,CU03|No,100
CU03,"Are there any cultural, arts, or heritage programs/events available...",Don't know,DK/NA — excluded,Excluded from denominator,CU03|Don't know,DK/NA
CU04,"Has any member of this household participated in a local cultural, ...",Yes,0,Standard,CU04|Yes,0
CU04,"Has any member of this household participated in a local cultural, ...",No,100,Standard,CU04|No,100
CU05,How proud do members of this household feel about the village's cul...,Not at all proud,100,Standard,CU05|Not at all proud,100
CU05,How proud do members of this household feel about the village's cul...,Slightly proud,75,Standard,CU05|Slightly proud,75
CU05,How proud do members of this household feel about the village's cul...,Moderately proud,50,Standard,CU05|Moderately proud,50
CU05,How proud do members of this household feel about the village's cul...,Proud,25,Standard,CU05|Proud,25
CU05,How proud do members of this household feel about the village's cul...,Very proud,0,Standard,CU05|Very proud,0
CU06,"Are traditional skills, crafts, or knowledge being actively taught ...","Yes, actively",0,Standard,"CU06|Yes, actively",0
CU06,"Are traditional skills, crafts, or knowledge being actively taught ...",Somewhat,50,Standard,CU06|Somewhat,50
CU06,"Are traditional skills, crafts, or knowledge being actively taught ...",Not happening,100,Standard,CU06|Not happening,100
GV01,How easy is it for this household to access government service cent...,Very difficult,100,Standard,GV01|Very difficult,100
GV01,How easy is it for this household to access government service cent...,Difficult,75,Standard,GV01|Difficult,75
GV01,How easy is it for this household to access government service cent...,Moderate,50,Standard,GV01|Moderate,50
GV01,How easy is it for this household to access government service cent...,Easy,25,Standard,GV01|Easy,25
GV01,How easy is it for this household to access government service cent...,Very easy,0,Standard,GV01|Very easy,0
GV02,Do all members of this household have complete civil documentation ...,"Yes, all",0,Standard,"GV02|Yes, all",0
GV02,Do all members of this household have complete civil documentation ...,Some missing,70,Standard,GV02|Some missing,70
GV02,Do all members of this household have complete civil documentation ...,Don't know,DK/NA — excluded,Excluded from denominator,GV02|Don't know,DK/NA
GV03,"Has this household used any government digital/e-service (e.g., onl...",Yes,0,Standard,GV03|Yes,0
GV03,"Has this household used any government digital/e-service (e.g., onl...","No, but aware",60,Standard,"GV03|No, but aware",60
GV03,"Has this household used any government digital/e-service (e.g., onl...","No, unaware of options",100,Standard,"GV03|No, unaware of options",100
GV04,"If used, how satisfied were you with the e-government service exper...",Very dissatisfied,100,Standard,GV04|Very dissatisfied,100
GV04,"If used, how satisfied were you with the e-government service exper...",Dissatisfied,75,Standard,GV04|Dissatisfied,75
GV04,"If used, how satisfied were you with the e-government service exper...",Neutral,50,Standard,GV04|Neutral,50
GV04,"If used, how satisfied were you with the e-government service exper...",Satisfied,25,Standard,GV04|Satisfied,25
GV04,"If used, how satisfied were you with the e-government service exper...",Very satisfied,0,Standard,GV04|Very satisfied,0
GV04,"If used, how satisfied were you with the e-government service exper...",Not applicable,DK/NA — excluded,Excluded from denominator,GV04|Not applicable,DK/NA
GV05,Do adult members of this household participate in any local committ...,"Yes, actively",0,Standard,"GV05|Yes, actively",0
GV05,Do adult members of this household participate in any local committ...,Occasionally,50,Standard,GV05|Occasionally,50
GV05,Do adult members of this household participate in any local committ...,No,100,Standard,GV05|No,100
GV06,Do residents of this village feel they have a real opportunity to i...,No influence at all,100,Standard,GV06|No influence at all,100
GV06,Do residents of this village feel they have a real opportunity to i...,Limited influence,75,Standard,GV06|Limited influence,75
GV06,Do residents of this village feel they have a real opportunity to i...,Moderate influence,50,Standard,GV06|Moderate influence,50
GV06,Do residents of this village feel they have a real opportunity to i...,Strong influence,25,Standard,GV06|Strong influence,25
GV06,Do residents of this village feel they have a real opportunity to i...,Very strong influence,0,Standard,GV06|Very strong influence,0
GV07,How much do you trust the local governing or administrative bodies ...,No trust,100,Standard,GV07|No trust,100
GV07,How much do you trust the local governing or administrative bodies ...,Low trust,75,Standard,GV07|Low trust,75
GV07,How much do you trust the local governing or administrative bodies ...,Moderate trust,50,Standard,GV07|Moderate trust,50
GV07,How much do you trust the local governing or administrative bodies ...,High trust,25,Standard,GV07|High trust,25
GV07,How much do you trust the local governing or administrative bodies ...,Very high trust,0,Standard,GV07|Very high trust,0
GV08,Do you know of a formal channel to file a complaint or grievance ab...,Yes,0,Standard,GV08|Yes,0
GV08,Do you know of a formal channel to file a complaint or grievance ab...,No,100,Standard,GV08|No,100
